,Title,Book-Author,Image-URL-M_x,tags
1250,Doctor Sleep,Madison Smartt Bell,http://images.amazon.com/images/P/0151261008.01.MZZZZZZZ.jpg,"['horror', 'fiction', 'thriller', 'fantasy', 'paranormal', 'audiobook', 'supernatural', 'mystery', 'suspense', 'adult', 'madisonsmarttbell', 'the', 'shining', '#2']"
1251,To Say Nothing of the Dog,Connie Willis,http://images.amazon.com/images/P/0553575384.01.MZZZZZZZ.jpg,"['science', 'fiction', 'time', 'travel', 'fiction', 'historical', 'fiction', 'fantasy', 'humor', 'historical', 'mystery', 'science', 'fiction', 'fantasy', 'romance', 'conniewillis', 'oxford', 'time', 'travel', '#2']"
1252,Dreamland,Kevin Baker,http://images.amazon.com/images/P/0060931213.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'paranormal', 'ghosts', 'fiction', 'middle', 'grade', 'supernatural', 'young', 'adult', 'fantasy', 'angels', 'magic', 'kevinbaker', 'riley', 'bloom', '#3']"
1256,The Thief,Megan Whalen Turner,http://images.amazon.com/images/P/0140388346.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'fiction', 'adventure', 'historical', 'fiction', 'young', 'adult', 'fantasy', 'high', 'fantasy', 'mythology', 'historical', 'audiobook', 'meganwhalenturner', 'the', ""queen's"", 'thief', '#1']"
1259,The Long Goodbye,Raymond Chandler,http://images.amazon.com/images/P/0345257340.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'crime', 'noir', 'classics', 'detective', 'mystery', 'thriller', 'novels', 'thriller', 'hard', 'boiled', 'raymondchandler', 'philip', 'marlowe', '#6']"
1260,Nevermore,William Hjortsberg,http://images.amazon.com/images/P/0312956959.01.MZZZZZZZ.jpg,"['young', 'adult', 'paranormal', 'fantasy', 'romance', 'paranormal', 'romance', 'supernatural', 'horror', 'urban', 'fantasy', 'fiction', 'ghosts', 'williamhjortsberg', 'nevermore', '#1']"
1263,The Fall of Hyperion,Dan Simmons,http://images.amazon.com/images/P/0553288202.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'fantasy', 'space', 'opera', 'science', 'fiction', 'fantasy', 'time', 'travel', 'audiobook', 'space', 'speculative', 'fiction', 'horror', 'dansimmons', 'hyperion', 'cantos', '#2']"
1264,Daddy-Long-Legs,Jean Webster,http://images.amazon.com/images/P/055325233X.01.MZZZZZZZ.jpg,"['classics', 'fiction', 'young', 'adult', 'romance', 'historical', 'fiction', 'childrens', 'historical', 'novels', 'coming', 'of', 'age', 'humor', 'jeanwebster', 'daddy-long-legs', '#1']"
1266,The Sight,David Clement-Davies,http://images.amazon.com/images/P/014250047X.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'animals', 'fiction', 'wolves', 'adventure', 'childrens', 'animal', 'fiction', 'magic', 'young', 'adult', 'fantasy', 'davidclement-davies', 'the', 'sight', '#1']"
1268,The Long Dark Tea-Time of the Soul,Douglas Adams,http://images.amazon.com/images/P/0671625837.01.MZZZZZZZ.jpg,"['fiction', 'fantasy', 'science', 'fiction', 'humor', 'mystery', 'comedy', 'science', 'fiction', 'fantasy', 'audiobook', 'novels', 'british', 'literature', 'douglasadams', 'dirk', 'gently', '#2']"
1269,By the River Piedra I Sat Down and Wept,Paulo Coelho,http://images.amazon.com/images/P/0062513982.01.MZZZZZZZ.jpg,"['fiction', 'romance', 'philosophy', 'novels', 'spirituality', 'contemporary', 'inspirational', 'literature', 'love', 'adult', 'paulocoelho', 'on', 'the', 'seventh', 'day', '#1']"
1271,Wild Magic,Jo Clayton,http://images.amazon.com/images/P/0886774969.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'fiction', 'magic', 'young', 'adult', 'fantasy', 'adventure', 'high', 'fantasy', 'dragons', 'science', 'fiction', 'fantasy', 'teen', 'joclayton', 'the', 'immortals', '#1']"
1272,"So Long, and Thanks for All the Fish",DOUGLAS ADAMS,http://images.amazon.com/images/P/0345391837.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'humor', 'fantasy', 'comedy', 'science', 'fiction', 'fantasy', 'classics', 'audiobook', 'novels', 'adventure', 'douglasadams', 'the', ""hitchhiker's"", 'guide', 'to', 'the', 'galaxy', '#4']"
1273,Confessions,Diana Silber,http://images.amazon.com/images/P/0553057456.01.MZZZZZZZ.jpg,"['young', 'adult', 'mystery', 'fiction', 'romance', 'contemporary', 'chick', 'lit', 'boarding', 'school', 'teen', 'high', 'school', 'realistic', 'fiction', 'dianasilber', 'private', '#4']"
1278,Tales of the City,Armistead Maupin,http://images.amazon.com/images/P/0345320379.01.MZZZZZZZ.jpg,"['fiction', 'lgbt', 'queer', 'humor', 'gay', 'classics', 'contemporary', 'novels', 'american', 'literature', 'armisteadmaupin', 'tales', 'of', 'the', 'city', '#1']"
1281,Beyond the Shadows,Robin Lee Hatcher,http://images.amazon.com/images/P/0842355588.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'epic', 'fantasy', 'magic', 'high', 'fantasy', 'adventure', 'science', 'fiction', 'fantasy', 'dark', 'fantasy', 'epic', 'adult', 'robinleehatcher', 'night', 'angel', '#3']"
1282,Tangled,Mary Balogh,http://images.amazon.com/images/P/0451404521.01.MZZZZZZZ.jpg,"['romance', 'contemporary', 'contemporary', 'romance', 'new', 'adult', 'humor', 'adult', 'chick', 'lit', 'erotica', 'fiction', 'erotic', 'romance', 'marybalogh', 'tangled', '#1']"
1283,The Sword in the Stone,T. H. White,http://images.amazon.com/images/P/0440984459.01.MZZZZZZZ.jpg,"['fantasy', 'classics', 'fiction', 'historical', 'fiction', 'arthurian', 'childrens', 'young', 'adult', 'mythology', 'adventure', 'historical', 't.h.white', 'the', 'once', 'and', 'future', 'king', '#1']"
1285,Along Came a Spider,James Patterson,http://images.amazon.com/images/P/0316693642.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'mystery', 'thriller', 'detective', 'adult', 'murder', 'mystery', 'audiobook', 'jamespatterson', 'alex', 'cross', '#1']"
1289,The Sign of Four,"Arthur Conan, Sir Doyle",http://images.amazon.com/images/P/0140058559.01.MZZZZZZZ.jpg,"['classics', 'mystery', 'fiction', 'crime', 'detective', 'audiobook', 'mystery', 'thriller', '19th', 'century', 'historical', 'fiction', 'british', 'literature', 'arthurconan,sirdoyle', 'sherlock', 'holmes', '#2']"
1291,Hannibal,Thomas Harris,http://images.amazon.com/images/P/0440224675.01.MZZZZZZZ.jpg,"['horror', 'fiction', 'thriller', 'crime', 'mystery', 'suspense', 'novels', 'mystery', 'thriller', 'drama', 'psychological', 'thriller', 'thomasharris', 'hannibal', 'lecter', '#3']"
1303,The Snowman,R. L. Stine,http://images.amazon.com/images/P/059043280X.01.MZZZZZZZ.jpg,"['mystery', 'crime', 'fiction', 'thriller', 'mystery', 'thriller', 'scandinavian', 'literature', 'suspense', 'detective', 'nordic', 'noir', 'audiobook', 'r.l.stine', 'harry', 'hole', '#7']"
1305,The Second Sex,Simone De Beauvoir,http://images.amazon.com/images/P/0679724516.01.MZZZZZZZ.jpg,"['feminism', 'nonfiction', 'philosophy', 'classics', 'gender', 'womens', 'france', 'sociology', 'gender', 'studies', 'politics', 'simonedebeauvoir', 'le', 'deuxième', 'sexe', '#1-2']"
1306,Baby,Robert Lieberman,http://images.amazon.com/images/P/0440104327.01.MZZZZZZZ.jpg,"['science', 'fiction', 'horror', 'aliens', 'fantasy', 'thriller', 'dystopia', 'paranormal', 'fiction', 'dark', 'wildlife', 'robertlieberman', 'species', 'intervention', '#6609', '#1']"
1310,These Happy Golden Years,Laura Ingalls Wilder,http://images.amazon.com/images/P/0718809181.01.MZZZZZZZ.jpg,"['classics', 'historical', 'fiction', 'childrens', 'fiction', 'young', 'adult', 'historical', 'middle', 'grade', 'romance', 'juvenile', 'family', 'lauraingallswilder', 'little', 'house', '#8']"
1312,The House at Pooh Corner,Alan Alexander Milne,http://images.amazon.com/images/P/0525444440.01.MZZZZZZZ.jpg,"['classics', 'childrens', 'fiction', 'fantasy', 'animals', 'audiobook', 'picture', 'books', 'young', 'adult', 'middle', 'grade', 'short', 'stories', 'alanalexandermilne', 'winnie-the-pooh', '#2']"
1315,The Tea Rose,Jennifer Donnelly,http://images.amazon.com/images/P/0312993560.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'romance', 'fiction', 'historical', 'historical', 'romance', 'adult', 'british', 'literature', 'mystery', 'chick', 'lit', '19th', 'century', 'jenniferdonnelly', 'the', 'tea', 'rose', '#1']"
1316,Gaudy Night,Dorothy L. Sayers,http://images.amazon.com/images/P/0060808241.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'crime', 'classics', 'romance', 'mystery', 'thriller', 'british', 'literature', 'detective', 'historical', 'fiction', '20th', 'century', 'dorothyl.sayers', 'lord', 'peter', 'wimsey', '#10']"
1320,The Talented Mr. Ripley,Patricia Highsmith,http://images.amazon.com/images/P/0375405119.01.MZZZZZZZ.jpg,"['fiction', 'mystery', 'thriller', 'crime', 'classics', 'suspense', 'mystery', 'thriller', 'novels', 'drama', 'italy', 'patriciahighsmith', 'ripley', '#1']"
1322,Porno,Irvine Welsh,http://images.amazon.com/images/P/0393057232.01.MZZZZZZZ.jpg,"['fiction', 'contemporary', 'dark', 'thriller', 'novels', 'crime', 'mystery', 'scotland', 'drama', 'british', 'literature', 'irvinewelsh', 'mark', 'renton', '#3']"
1324,The Andromeda Strain,MICHAEL CRICHTON,http://images.amazon.com/images/P/0345378482.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'thriller', 'mystery', 'science', 'fiction', 'fantasy', 'suspense', 'horror', 'novels', 'classics', 'adventure', 'michaelcrichton', 'andromeda', '#1']"
1328,Quicksilver,Garfield Reeves-Stevens,http://images.amazon.com/images/P/0671028545.01.MZZZZZZZ.jpg,"['fiction', 'historical', 'fiction', 'science', 'fiction', 'fantasy', 'historical', 'science', 'fiction', 'fantasy', 'alternate', 'history', 'speculative', 'fiction', 'adventure', 'novels', 'garfieldreeves-stevens', 'the', 'baroque', 'cycle', '#1']"
1331,Wyrd Sisters,Terry Pratchett,http://images.amazon.com/images/P/0451450124.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'humor', 'comedy', 'science', 'fiction', 'fantasy', 'witches', 'magic', 'audiobook', 'science', 'fiction', 'high', 'fantasy', 'terrypratchett', 'discworld', '#6']"
1332,Prey,Michael Crichton,http://images.amazon.com/images/P/0061015725.01.MZZZZZZZ.jpg,"['urban', 'fantasy', 'paranormal', 'shapeshifters', 'fantasy', 'romance', 'paranormal', 'romance', 'adult', 'supernatural', 'fiction', 'young', 'adult', 'michaelcrichton', 'shifters', '#4']"
1339,A Knight in Shining Armor,Jude Deveraux,http://images.amazon.com/images/P/0671705091.01.MZZZZZZZ.jpg,"['romance', 'historical', 'romance', 'time', 'travel', 'historical', 'historical', 'fiction', 'fiction', 'fantasy', 'medieval', 'time', 'travel', 'romance', 'contemporary', 'judedeveraux', 'montgomery/taggert', 'publication', 'order', '#13']"
1343,The Mammoth Hunters,JEAN M. AUEL,http://images.amazon.com/images/P/0609610996.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'fiction', 'historical', 'fantasy', 'romance', 'prehistoric', 'adventure', 'adult', 'novels', 'adult', 'fiction', 'jeanm.auel', ""earth's"", 'children', '#3']"
1344,Dark Visions,T. Lucien Wright,http://images.amazon.com/images/P/1558177329.01.MZZZZZZZ.jpg,"['young', 'adult', 'fantasy', 'paranormal', 'romance', 'supernatural', 'vampires', 'paranormal', 'romance', 'urban', 'fantasy', 'fiction', 'magic', 't.lucienwright', 'dark', 'visions', '#1-3']"
1348,Stormbreaker,Anthony Horowitz,http://images.amazon.com/images/P/0698119320.01.MZZZZZZZ.jpg,"['young', 'adult', 'adventure', 'fiction', 'mystery', 'thriller', 'action', 'espionage', 'childrens', 'middle', 'grade', 'teen', 'anthonyhorowitz', 'alex', 'rider', '#1']"
1350,Pollyanna,Eleanor Porter,http://images.amazon.com/images/P/0899681069.01.MZZZZZZZ.jpg,"['classics', 'fiction', 'childrens', 'young', 'adult', 'historical', 'fiction', 'middle', 'grade', 'historical', 'childrens', 'classics', 'american', 'juvenile', 'eleanorporter', 'pollyanna', '#1']"
1355,Alice's Adventures in Wonderland,Lewis Carroll,http://images.amazon.com/images/P/0785789073.01.MZZZZZZZ.jpg,"['classics', 'fantasy', 'fiction', 'childrens', 'adventure', 'young', 'adult', 'audiobook', 'middle', 'grade', 'literature', '19th', 'century', 'lewiscarroll', ""alice's"", 'adventures', 'in', 'wonderland', '#1']"
1363,Faust,Ivan Turgenev,http://images.amazon.com/images/P/1843910438.01.MZZZZZZZ.jpg,"['classics', 'fiction', 'poetry', 'plays', 'literature', 'german', 'literature', 'drama', 'philosophy', 'fantasy', 'school', 'ivanturgenev', ""goethe's"", 'faust', '#1-2']"
1366,Good in Bed,Jennifer Weiner,http://images.amazon.com/images/P/0743418174.01.MZZZZZZZ.jpg,"['chick', 'lit', 'fiction', 'romance', 'contemporary', 'adult', 'fiction', 'adult', 'humor', 'contemporary', 'romance', 'womens', 'fiction', 'novels', 'jenniferweiner', 'cannie', 'shapiro', '#1']"
1368,Second Foundation,Isaac Asimov,http://images.amazon.com/images/P/0380008238.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'classics', 'science', 'fiction', 'fantasy', 'space', 'opera', 'fantasy', 'novels', 'space', 'speculative', 'fiction', 'audiobook', 'isaacasimov', 'foundation', 'publication', 'order', '#3']"
1369,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,http://images.amazon.com/images/P/0836204387.01.MZZZZZZZ.jpg,"['comics', 'humor', 'graphic', 'novels', 'fiction', 'graphic', 'novels', 'comics', 'comic', 'book', 'comic', 'strips', 'childrens', 'comedy', 'cartoon', 'billwatterson', 'calvin', 'and', 'hobbes']"
1370,Witches Abroad,Terry Pratchett,http://images.amazon.com/images/P/0061020613.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'humor', 'comedy', 'science', 'fiction', 'fantasy', 'witches', 'magic', 'audiobook', 'high', 'fantasy', 'novels', 'terrypratchett', 'discworld', '#12']"
1371,The Lost World,Michael Crichton,http://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg,"['fiction', 'science', 'fiction', 'thriller', 'adventure', 'fantasy', 'dinosaurs', 'horror', 'science', 'fiction', 'fantasy', 'novels', 'suspense', 'michaelcrichton', 'jurassic', 'park', '#2']"
1378,Spell Bound,D.F. Mills,http://images.amazon.com/images/P/1557734720.01.MZZZZZZZ.jpg,"['young', 'adult', 'fantasy', 'paranormal', 'magic', 'romance', 'vampires', 'witches', 'supernatural', 'demons', 'urban', 'fantasy', 'd.f.mills', 'hex', 'hall', '#3']"
1380,Lightning,Dean R. Koontz,http://images.amazon.com/images/P/0425115801.01.MZZZZZZZ.jpg,"['dystopia', 'fantasy', 'christian', 'fiction', 'young', 'adult', 'christian', 'fiction', 'science', 'fiction', 'post', 'apocalyptic', 'adventure', 'deanr.koontz', 'stone', 'braide', 'chronicles', '#2']"
1387,Angel,Barbara Taylor Bradford,http://images.amazon.com/images/P/0345388593.01.MZZZZZZZ.jpg,"['young', 'adult', 'fantasy', 'science', 'fiction', 'adventure', 'fiction', 'romance', 'paranormal', 'action', 'teen', 'supernatural', 'barbarataylorbradford', 'maximum', 'ride', '#7']"
1397,Don't Close Your Eyes,Carlene Thompson,http://images.amazon.com/images/P/0739413279.01.MZZZZZZZ.jpg,"['contemporary', 'romance', 'carlenethompson', 'dcye', '#1']"
1400,A Wild Sheep Chase,Haruki Murakami,http://images.amazon.com/images/P/037571894X.01.MZZZZZZZ.jpg,"['fiction', 'japan', 'japanese', 'literature', 'magical', 'realism', 'fantasy', 'novels', 'literature', 'contemporary', 'mystery', 'asia', 'harukimurakami', 'the', 'rat', '#3']"
1401,Angelfire,Linda Lael Miller,http://images.amazon.com/images/P/0671737651.01.MZZZZZZZ.jpg,"['angels', 'young', 'adult', 'fantasy', 'paranormal', 'romance', 'paranormal', 'romance', 'urban', 'fantasy', 'supernatural', 'demons', 'fiction', 'lindalaelmiller', 'angelfire', '#1']"
1402,Heartless,Kat Martin,http://images.amazon.com/images/P/0312979444.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'christian', 'fiction', 'dragons', 'romance', 'christian', 'fiction', 'christian', 'fantasy', 'magic', 'fairy', 'tales', 'katmartin', 'tales', 'of', 'goldstone', 'wood', '#1']"
1405,The Mysterious Island,Jules Verne,http://images.amazon.com/images/P/0451524918.01.MZZZZZZZ.jpg,"['classics', 'fiction', 'science', 'fiction', 'adventure', 'fantasy', 'france', 'literature', 'french', 'literature', 'novels', '19th', 'century', 'julesverne', 'captain', 'nemo', '#2']"
1408,Revelations,Sophy Burnham,http://images.amazon.com/images/P/0345372336.01.MZZZZZZZ.jpg,"['young', 'adult', 'vampires', 'fantasy', 'paranormal', 'romance', 'angels', 'supernatural', 'urban', 'fantasy', 'paranormal', 'romance', 'fiction', 'sophyburnham', 'blue', 'bloods', '#3']"
1411,Circle of Five,Dolores Stewart Riccio,http://images.amazon.com/images/P/0758203004.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'science', 'fiction', 'adventure', 'aliens', 'fiction', 'paranormal', 'doloresstewartriccio', 'pha', 'yul', '#1']"
1412,Ask the Dust,John Fante,http://images.amazon.com/images/P/0876854439.01.MZZZZZZZ.jpg,"['fiction', 'classics', 'novels', 'american', 'literature', 'the', 'united', 'states', 'of', 'america', 'americana', 'romance', '20th', 'century', 'literary', 'fiction', 'johnfante', 'the', 'saga', 'of', 'arturo', 'bandini', '#3']"
1414,The Fifth Season,Robert C. S. Downs,http://images.amazon.com/images/P/1582431345.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'science', 'fiction', 'dystopia', 'adult', 'science', 'fiction', 'fantasy', 'audiobook', 'post', 'apocalyptic', 'lgbt', 'high', 'fantasy', 'robertc.s.downs', 'the', 'broken', 'earth', '#1']"
1415,Obsidian Butterfly,Laurell K. Hamilton,http://images.amazon.com/images/P/0441007813.01.MZZZZZZZ.jpg,"['urban', 'fantasy', 'vampires', 'paranormal', 'fantasy', 'romance', 'horror', 'paranormal', 'romance', 'fiction', 'supernatural', 'werewolves', 'laurellk.hamilton', 'anita', 'blake', 'vampire', 'hunter', '#9']"
1417,The Tale of the Body Thief,Anne Rice,http://images.amazon.com/images/P/0679411623.01.MZZZZZZZ.jpg,"['horror', 'fantasy', 'vampires', 'fiction', 'paranormal', 'supernatural', 'urban', 'fantasy', 'gothic', 'adult', 'science', 'fiction', 'fantasy', 'annerice', 'the', 'vampire', 'chronicles', '#4']"
1419,Lies,Nancy J. Hopper,http://images.amazon.com/images/P/052567148X.01.MZZZZZZZ.jpg,"['young', 'adult', 'dystopia', 'science', 'fiction', 'fantasy', 'fiction', 'paranormal', 'horror', 'adventure', 'survival', 'supernatural', 'nancyj.hopper', 'gone', '#3']"
1420,Prince of Wolves,Susan Krinard,http://images.amazon.com/images/P/0553567756.01.MZZZZZZZ.jpg,"['paranormal', 'young', 'adult', 'werewolves', 'fantasy', 'romance', 'paranormal', 'romance', 'shapeshifters', 'supernatural', 'wolves', 'urban', 'fantasy', 'susankrinard', 'the', 'grey', 'wolves', '#1']"
1421,Strange Angels,Kathe Koja,http://images.amazon.com/images/P/044021498X.01.MZZZZZZZ.jpg,"['young', 'adult', 'paranormal', 'fantasy', 'vampires', 'urban', 'fantasy', 'werewolves', 'supernatural', 'romance', 'zombies', 'angels', 'kathekoja', 'strange', 'angels', '#1']"
1426,The Player of Games,Iain Banks,http://images.amazon.com/images/P/0061053562.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'space', 'opera', 'science', 'fiction', 'fantasy', 'fantasy', 'cultural', 'space', 'audiobook', 'novels', 'speculative', 'fiction', 'iainbanks', 'culture', '#2']"
1428,Perelandra,C.S. Lewis,http://images.amazon.com/images/P/0020869002.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'fantasy', 'christian', 'classics', 'christian', 'fiction', 'science', 'fiction', 'fantasy', 'religion', 'christianity', 'adventure', 'c.s.lewis', 'the', 'space', 'trilogy', '#2']"
1429,The Indian in the Cupboard,Lynne Reid Banks,http://images.amazon.com/images/P/0380600129.01.MZZZZZZZ.jpg,"['fantasy', 'childrens', 'fiction', 'young', 'adult', 'classics', 'middle', 'grade', 'juvenile', 'adventure', 'chapter', 'books', 'school', 'lynnereidbanks', 'the', 'indian', 'in', 'the', 'cupboard', '#1']"
1431,Dragons of Autumn Twilight,Margaret Weis,http://images.amazon.com/images/P/0786930640.01.MZZZZZZZ.jpg,"['fantasy', 'dragonlance', 'fiction', 'dragons', 'high', 'fantasy', 'epic', 'fantasy', 'science', 'fiction', 'fantasy', 'adventure', 'young', 'adult', 'magic', 'margaretweis', 'dragonlance:', 'chronicles', '#1']"
1432,Life After Life,Raymond A Moody,http://images.amazon.com/images/P/0553100807.01.MZZZZZZZ.jpg,"['fiction', 'historical', 'fiction', 'fantasy', 'historical', 'time', 'travel', 'audiobook', 'literary', 'fiction', 'adult', 'world', 'war', 'ii', 'adult', 'fiction', 'raymondamoody', 'todd', 'family', '#1']"
1434,"Whitney, My Love",Judith McNaught,http://images.amazon.com/images/P/0671776096.01.MZZZZZZZ.jpg,"['historical', 'romance', 'romance', 'historical', 'historical', 'fiction', 'fiction', 'regency', 'adult', 'regency', 'romance', 'chick', 'lit', 'british', 'literature', 'judithmcnaught', 'westmoreland', 'saga', '#2']"
1437,The Secret Keeper,Gloria Whelan,http://images.amazon.com/images/P/0679807020.01.MZZZZZZZ.jpg,"['amish', 'christian', 'fiction', 'fiction', 'amish', 'fiction', 'romance', 'christian', 'christian', 'romance', 'adult', 'inspirational', 'womens', 'fiction', 'gloriawhelan', 'home', 'to', 'hickory', 'hollow', '#4']"
1438,Tithe,Holly Black,http://images.amazon.com/images/P/0689837070.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'urban', 'fantasy', 'paranormal', 'fiction', 'fairies', 'romance', 'fae', 'young', 'adult', 'fantasy', 'magic', 'hollyblack', 'modern', 'faerie', 'tales', '#1']"
1439,Rosemary's Baby,Ira Levin,http://images.amazon.com/images/P/0451194004.01.MZZZZZZZ.jpg,"['horror', 'fiction', 'classics', 'thriller', 'mystery', 'fantasy', 'paranormal', 'supernatural', 'suspense', 'adult', 'iralevin', ""rosemary's"", 'baby', '#1']"
1442,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,http://images.amazon.com/images/P/0393317552.01.MZZZZZZZ.jpg,"['history', 'nonfiction', 'science', 'anthropology', 'sociology', 'politics', 'economics', 'historical', 'world', 'history', 'geography', 'jareddiamond', 'civilizations', 'rise', 'and', 'fall', '#1']"
1443,Silver Shadows,Marianne Willman,http://images.amazon.com/images/P/0061080543.01.MZZZZZZZ.jpg,"['young', 'adult', 'vampires', 'fantasy', 'paranormal', 'romance', 'urban', 'fantasy', 'magic', 'supernatural', 'paranormal', 'romance', 'fiction', 'mariannewillman', 'bloodlines', '#5']"
1444,Pandora,Anne Rice,http://images.amazon.com/images/P/8466302948.01.MZZZZZZZ.jpg,"['vampires', 'horror', 'fantasy', 'fiction', 'paranormal', 'supernatural', 'urban', 'fantasy', 'historical', 'fiction', 'gothic', 'historical', 'annerice', 'new', 'tales', 'of', 'the', 'vampires', '#1']"
1448,The Passion,Jeanette Winterson,http://images.amazon.com/images/P/0802135226.01.MZZZZZZZ.jpg,"['young', 'adult', 'paranormal', 'fantasy', 'romance', 'urban', 'fantasy', 'supernatural', 'fiction', 'paranormal', 'romance', 'vampires', 'teen', 'jeanettewinterson', 'dark', 'visions', '#3']"
1454,Trinity,Leon Uris,http://images.amazon.com/images/P/0553100777.01.MZZZZZZZ.jpg,"['fantasy', 'science', 'fiction', 'epic', 'fantasy', 'dystopia', 'young', 'adult', 'coming', 'of', 'age', 'science', 'fiction', 'fantasy', 'high', 'fantasy', 'adventure', 'fiction', 'leonuris', 'dark', 'legacy', 'cycle', '#1']"
1460,In the Woods,Nancy Gideon,http://images.amazon.com/images/P/1893896528.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'thriller', 'crime', 'mystery', 'thriller', 'ireland', 'suspense', 'adult', 'audiobook', 'contemporary', 'nancygideon', 'dublin', 'murder', 'squad', '#1']"
1461,Fear,Paul Hines,http://images.amazon.com/images/P/0423022903.01.MZZZZZZZ.jpg,"['young', 'adult', 'dystopia', 'science', 'fiction', 'fantasy', 'fiction', 'horror', 'paranormal', 'romance', 'supernatural', 'adventure', 'paulhines', 'gone', '#5']"
1469,The End,Carole S. Smith,http://images.amazon.com/images/P/0380019787.01.MZZZZZZZ.jpg,"['fiction', 'young', 'adult', 'childrens', 'fantasy', 'middle', 'grade', 'mystery', 'adventure', 'humor', 'audiobook', 'juvenile', 'caroles.smith', 'a', 'series', 'of', 'unfortunate', 'events', '#13']"
1470,Sentinel,Jeffrey Konvitz,http://images.amazon.com/images/P/0345304373.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'paranormal', 'mythology', 'romance', 'paranormal', 'romance', 'greek', 'mythology', 'urban', 'fantasy', 'supernatural', 'magic', 'jeffreykonvitz', 'covenant', '#5']"
1471,The Plains of Passage,Jean M. Auel,http://images.amazon.com/images/P/0553180479.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'fiction', 'historical', 'fantasy', 'romance', 'prehistoric', 'adventure', 'adult', 'adult', 'fiction', 'novels', 'jeanm.auel', ""earth's"", 'children', '#4']"
1472,Harold and the Purple Crayon,Crockett Johnson,http://images.amazon.com/images/P/0590339427.01.MZZZZZZZ.jpg,"['picture', 'books', 'childrens', 'fiction', 'classics', 'fantasy', 'art', 'kids', 'adventure', 'young', 'adult', 'juvenile', 'crockettjohnson', 'harold', '#1']"
1474,Feet of Clay,Ffyona Campbell,http://images.amazon.com/images/P/0434106925.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'humor', 'comedy', 'science', 'fiction', 'fantasy', 'mystery', 'audiobook', 'high', 'fantasy', 'comic', 'fantasy', 'british', 'literature', 'ffyonacampbell', 'discworld', '#19']"
1475,Postmortem,Patricia Daniels Cornwell,http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg,"['mystery', 'crime', 'fiction', 'thriller', 'mystery', 'thriller', 'suspense', 'murder', 'mystery', 'detective', 'adult', 'audiobook', 'patriciadanielscornwell', 'kay', 'scarpetta', '#1']"
1479,The Curse of Chalion,Lois McMaster Bujold,http://images.amazon.com/images/P/0380818604.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'high', 'fantasy', 'epic', 'fantasy', 'science', 'fiction', 'fantasy', 'romance', 'audiobook', 'magic', 'adult', 'science', 'fiction', 'loismcmasterbujold', 'world', 'of', 'the', 'five', 'gods', 'publication', '#1']"
1481,The Crossing,GARY PAULSEN,http://images.amazon.com/images/P/0440205824.01.MZZZZZZZ.jpg,"['fiction', 'westerns', 'literature', 'novels', 'historical', 'fiction', 'american', 'literary', 'fiction', 'contemporary', 'classics', 'adventure', 'garypaulsen', 'the', 'border', 'trilogy', '#2']"
1482,The Baron in the Trees,Italo Calvino,http://images.amazon.com/images/P/0156106809.01.MZZZZZZZ.jpg,"['fiction', 'classics', 'italian', 'literature', 'italy', 'fantasy', 'literature', 'novels', 'magical', 'realism', 'historical', 'fiction', 'literary', 'fiction', 'italocalvino', 'i', 'nostri', 'antenati', '#2']"
